PS4;Sony Interactive Entertainment;Insomniac Games;8760000.0;3640000.0;3390000.0;320000.0;2018-09-07;4.45;Action;PC, PlayStation 5, PlayStation 4
PS4;Activision;Infinity Ward;8480000.0;3110000.0;3830000.0;190000.0;2016-11-04;3.58;Shooter, Action;PC, Xbox One, PlayStation 4
PS4;Bethesda Softworks;Bethesda Game Studios;8480000.0;2910000.0;3970000.0;270000.0;2015-11-10;3.81;Action, RPG;PC, PlayStation 5, Xbox One, PlayStation 4
PS3;EA Sports;EA Canada;8010000.0;1070000.0;5130000.0;130000.0;2012-09-25;3.75;Sports;PC, iOS, Xbox 360, PlayStation 3, PlayStation 2, Wii U
PS4;Activision;Sledgehammer Games;7530000.0;2840000.0;3340000.0;140000.0;2014-11-04;3.47;Shooter, Action;PC, Xbox One, PlayStation 4, Xbox 360, PlayStation 3
PS4;Electronic Arts;EA DICE;7260000.0;2200000.0;3650000.0;290000.0;2016-10-21;3.84;Shooter, Action;PC, Xbox One, PlayStation 4
PS3;Electronic Arts;Dice;7210000.0;2860000.0;2940000.0;350000.0;2011-10-25;4.07;Shooter, Action;PC, Xbox One, Xbox 360, PlayStation 3
PS4;Sony Computer Entertainment;Naughty Dog;6770000.0;2700000.0;2860000.0;110000.0;2014-07-29;4.69;Adventure, Action;PlayStation 4
PS3;Sony Computer Entertainment;Naughty Dog;6740000.0;3280000.0;2220000.0;210000.0;2009-10-13;4.39;Shooter, Action;PlayStation 4, PlayStation 3
PS3;Activision;Infinity Ward;6720000.0;3130000.0;2270000.0;280000.0;2007-11-05;4.39;Shooter, Action;PC, Xbox One, PlayStation 4, Nintendo DS, macOS, Xbox 360, PlayStation 3, Wii
PS3;EA Sports;EA Canada;6610000.0;790000.0;4770000.0;70000.0;2013-09-24;3.43;Sports;PC, PlayStation 4, Xbox One, Nintendo Switch, iOS, Android, Nintendo 3DS, Xbox 360, PlayStation 3, PlayStation 2, PS Vita, PSP, Wii
PS3;Rockstar Games;Rockstar San Diego;6570000.0;2820000.0;2580000.0;170000.0;2011-10-11;4.42;Shooter, Action;PC, Xbox One, PlayStation 4, Nintendo Switch, Xbox 360, PlayStation 3
PS3;Bethesda Softworks;Bethesda Game Studios;6490000.0;2570000.0;2680000.0;250000.0;2011-11-11;4.42;Action, RPG;PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, Xbox 360, PlayStation 3
PS4;Sony Computer Entertainment;Mojang;6330000.0;1890000.0;3130000.0;350000.0;2014-10-07;4.43;Action, Arcade, Simulation, Indie, Massively Multiplayer;PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, Nintendo 3DS, macOS, Linux, Xbox 360, PlayStation 3, PS Vita, Wii U
PS4;EA Sports;EA Canada;6320000.0;830000.0;4490000.0;50000.0;2014-09-23;3.37;Sports;PC, PlayStation 4, Xbox One, Nintendo 3DS, Xbox 360, PlayStation 3, PS Vita
PS4;Sony Interactive Entertainment;SIE Santa Monica Studio;6150000.0;2830000.0;2170000.0;130000.0;2018-04-20;4.55;Action;PC, PlayStation 4
PS3;Sony Computer Entertainment America;Mojang;6050000.0;2210000.0;2860000.0;0.0;2014-05-16;4.43;Action, Arcade, Simulation, Indie, Massively Multiplayer;PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, Nintendo 3DS, macOS, Linux, Xbox 360, PlayStation 3, PS Vita, Wii U
PS4;Activision;Bungie;5760000.0;2530000.0;2130000.0;160000.0;2014-09-09;3.69;Shooter, Action;Xbox One, PlayStation 4, Xbox 360, PlayStation 3
PS3;Ubisoft;Ubisoft Montreal;5570000.0;2540000.0;1950000.0;210000.0;2009-11-17;4.42;Action;PC, Xbox One, PlayStation 4, macOS, Xbox 360, PlayStation 3
PS3;Warner Bros. Interactive;Rocksteady Studios;5540000.0;2720000.0;1890000.0;110000.0;2011-10-18;4.41;Action;PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Xbox 360, PlayStation 3
PS3;Activision;Treyarch;5430000.0;2750000.0;1840000.0;0.0;2008-11-10;3.95;Shooter;PC, Xbox One, Nintendo DS, Xbox 360, PlayStation 3, Wii
PS4;Warner Bros. Interactive Entertainment;CD Projekt Red Studio;5390000.0;1480000.0;2820000.0;280000.0;2015-05-19;4.64;Action, RPG;PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS
PS3;Square Enix;Square Enix;5350000.0;1750000.0;1230000.0;1870000.0;2010-03-09;3.46;RPG;PC, Xbox One, Xbox 360, PlayStation 3
PS3;Capcom;Capcom;5100000.0;1960000.0;1420000.0;1080000.0;2009-03-13;3.82;Shooter, Action;PC, Xbox One, PlayStation 4, Nintendo Switch, Xbox 360, PlayStation 3
PS4;Square Enix;Square Enix;5070000.0;1810000.0;1530000.0;1050000.0;2016-11-29;3.87;RPG;PC, Xbox One, PlayStation 4
PS3;Sony Computer Entertainment;Naughty Dog;4970000.0;2320000.0;1730000.0;120000.0;2007-11-16;4.03;Shooter, Action;PlayStation 4, PlayStation 3
PS4;Activision;Vicarious Visions;4830000.0;1090000.0;2920000.0;70000.0;2017-06-30;4.13;Platformer, Action;PC, Xbox One, PlayStation 4, Nintendo Switch
PS3;Ubisoft;Ubisoft Montreal;4830000.0;1910000.0;2010000.0;90000.0;2007-11-13;3.92;Action;PC, Xbox One, Xbox 360, PlayStation 3
PS4;Capcom;Capcom;4670000.0;1030000.0;1060000.0;2170000.0;2018-01-26;4.01;Adventure, Action, RPG;PC, Xbox One, PlayStation 4
PS3;EA Sports;EA Canada;4560000.0;590000.0;3250000.0;40000.0;2014-09-23;3.37;Sports;PC, PlayStation 4, Xbox One, Nintendo 3DS, Xbox 360, PlayStation 3, PS Vita
PS4;Blizzard Entertainment;Blizzard Entertainment;4540000.0;1840000.0;1800000.0;170000.0;2016-05-24;4.13;Casual, Shooter, Massively Multiplayer, Action;PC, Xbox One, PlayStation 4, Nintendo Switch
PS4;Ubisoft;Ubisoft Montreal;4320000.0;1400000.0;2130000.0;110000.0;2014-05-27;3.6;Adventure, Action;PC, Xbox One, PlayStation 4, Xbox 360, PlayStation 3, Wii U
PS3;Eidos Interactive;Rocksteady Studios;4280000.0;2260000.0;1330000.0;70000.0;2009-08-25;4.4;Action;PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Xbox 360, PlayStation 3
PS3;Activision;High Moon Studios;4270000.0;1590000.0;1810000.0;200000.0;2014-11-04;3.47;Shooter, Action;PC, Xbox One, PlayStation 4, Xbox 360, PlayStation 3
PS3;Capcom;Capcom / Dimps Corporation;4190000.000000001;2040000.0;1050000.0;590000.0;2009-02-17;3.79;Arcade, Action, Fighting;PC, Xbox One, iOS, Xbox 360, PlayStation 3
PS4;Activision;Infinity Ward;4170000.0;1790000.0;1640000.0;50000.0;2013-11-15;3.15;Shooter, Action;PC, Xbox One, PlayStation 4, Xbox 360, PlayStation 3, Wii U
PS4;Activision;Bungie;4140000.0;1920000.0;1440000.0;100000.0;2017-09-06;3.52;Shooter, Action;PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Web
PS4;Warner Bros. Interactive;Rocksteady Studios;4110000.000000001;1650000.0;1680000.0;110000.0;2015-06-23;4.24;Action;PC, Xbox One, PlayStation 4, Nintendo Switch
PS4;Ubisoft;Ubisoft Montreal;4060000.0;1220000.0;2110000.0;110000.0;2017-10-27;3.97;Action, RPG;PC, Xbox One, PlayStation 4
PS4;Ubisoft;Ubisoft Montreal;4060000.0;1180000.0;2140000.0;110000.0;2014-11-18;3.82;Shooter;PC, Xbox One, PlayStation 4, Xbox 360, PlayStation 3
PS3;Bethesda Softworks;Bethesda Game Studios;4000000.0;2180000.0;1150000.0;70000.0;2008-10-28;4.08;Shooter, RPG;PC, Xbox One, Xbox 360, PlayStation 3
PS4;2K Sports;Visual Concepts;3980000.0;2560000.0;660000.0;50000.0;2015-09-29;2.97;Sports;PC, Xbox One, PlayStation 4, Xbox 360, PlayStation 3
PS4;Ubisoft;Ubisoft;3950000.0;1440000.0;1730000.0;150000.0;2018-03-27;3.72;Shooter, Action;PC, Xbox One, PlayStation 4
PS4;Electronic Arts;EA DICE;3940000.0;1400000.0;1740000.0;190000.0;2013-11-15;3.95;Shooter;PC, Xbox One, PlayStation 4, Xbox 360, PlayStation 3
PS3;Sony Computer Entertainment;SCE San Diego Studio;3880000.0;2150000.0;1130000.0;100000.0;2010-09-17;3.35;Casual, Arcade, Sports;PlayStation 3
PS4;Sony Interactive Entertainment;Polyphony Digital;3770000.0;630000.0;2350000.0;240000.0;2017-10-17;3.92;Racing;PlayStation 4
PS3;Electronic Arts;EA DICE;3640000.0;1310000.0;1500000.0;270000.0;2013-10-29;3.95;Shooter;PC, Xbox One, PlayStation 4, Xbox 360, PlayStation 3
